acknowledgement_issue_title,network_abbr_name,acknowledgement_date_added,cds_cloud,is_hidden,start_time,time_active,description,node_ticketing_cloud,external_network_id,is_lightweight,time_to_acknowledge,nagios_url,issue_url,acknowledgement_username,external_project_id,external_issue_id,color,service_name,service_group,external_node_id,device,is_alert_stale,external_interface_id,classify_is_oncall,date_added,acknowledgement_description,host_group,alert_id,end_time,is_major_event,last_updated,acknowledgement_alert_membership_id,external_bgp_peer_id,node_name,duration,ticketing_url,network_id,host_check_pending_duration,network_name,agent_username,acknowledgement_ticketing_cloud,acknowledgement_is_classify_ticket_auto_create,network_display_name,database_url,acknowledgement_id,acknowledgement_user_id,agent_name,node_id,acknowledgement_is_active,root_cause_alert_id,flaps,severity,num_flaps,acknowledgement_external_project_id,network_profiles,agent_is_active,agent_id
NA,AMP,NA,GlobalNOC,0,2025-01-31T18:13:13Z,34,"Error performing SNMP query for description to 190.103.186.150: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 31,NA,43803,31,0,2898745,0,2025-01-31T18:14:30Z,NA,Ampath Layer 2,199268332,2025-01-31T18:15:04Z,0,2025-01-31T18:14:30Z,NA,NA,SCL-CIR-SW03,111,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535021,NA,NA,,Unknown,0,NA,,1,19
Brief Outage - AMPATH Monet Circuit MON-FIU/FTZ-SP3_WAVE-002,AMP,1738338044,GlobalNOC,0,2025-01-31T15:27:45Z,3494,"In case of failure, contact Angola Cables",GlobalNOC,7,0,779,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=867986fbc3df92d0c2ad319f05013117,lcfreder,59,INC0201779,red,CIRCUIT,Contact Lanautilus,NA,1193571,0,NA,0,2025-01-31T15:27:45Z,NA,Ampath Layer 2,199260342,2025-01-31T16:25:59Z,0,2025-01-31T16:25:36Z,101042202,NA,MON-FIU/FTZ-SP3_WAVE-002,3494,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41436892,40231,nocmon,580143742,1,NA,,Critical,0,59,,1,19
Brief Outage - AMPATH Monet Circuit MON-FIU/FTZ-SP3_WAVE-002,AMP,1738338084,GlobalNOC,0,2025-01-31T15:27:03Z,3471,ALARM [CLEARED] - Link to et-0/1/4,GlobalNOC,7,0,819,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=867986fbc3df92d0c2ad319f05013117,lcfreder,59,INC0201779,green,INTF - et-0/1/4,Contact Lanautilus,38739,et-0/1/4,0,2311299,0,2025-01-31T15:27:45Z,Automatically acknowledging to same parent alert - MON-FIU/FTZ-SP3_WAVE-002:CIRCUIT,Ampath Layer 2,199260332,2025-01-31T16:25:36Z,0,2025-01-31T16:25:36Z,101042212,NA,FOR-ACB-SW01,3513,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41436902,40231,nocmon,579071832,1,199260342,,Critical,0,59,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-31T14:10:51Z,20,"Error performing SNMP query for description to 190.103.186.152: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 114,NA,45931,114,0,2788681,0,2025-01-31T14:12:14Z,NA,Ampath Layer 2,199257132,2025-01-31T14:12:34Z,0,2025-01-31T14:12:14Z,NA,NA,SAO-SP4-SW04,103,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579558892,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-31T11:15:01Z,46,"Error performing SNMP query for description to 190.103.186.150: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 32,NA,43803,32,0,2827402,0,2025-01-31T11:16:06Z,NA,Ampath Layer 2,199247052,2025-01-31T11:16:52Z,0,2025-01-31T11:16:06Z,NA,NA,SCL-CIR-SW03,111,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535021,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-31T08:17:23Z,23,"Error performing SNMP query for description to 192.168.220.3: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 31,NA,47620,31,0,2989815,0,2025-01-31T08:18:30Z,NA,Ampath Layer 2,199238422,2025-01-31T08:18:53Z,0,2025-01-31T08:18:30Z,NA,NA,ATL-LUM-SW01,90,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579579362,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-31T05:33:51Z,23,"Error performing SNMP query for description to 190.103.186.157: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 32,NA,46795,32,0,2827372,0,2025-01-31T05:34:58Z,NA,Ampath Layer 2,199220452,2025-01-31T05:35:21Z,0,2025-01-31T05:34:58Z,NA,NA,MIA-MI1-SW15,90,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567012,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-31T00:59:30Z,19,"Error performing SNMP query for description to 190.103.186.157: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 9,NA,46795,9,0,2796595,0,2025-01-31T01:00:42Z,NA,Ampath Layer 2,199207972,2025-01-31T01:01:01Z,0,2025-01-31T01:00:42Z,NA,NA,MIA-MI1-SW15,91,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567012,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T23:20:46Z,40,SAX - Miami,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,red,CIRCUIT,Contact Lanautilus,NA,1169437,0,NA,0,2025-01-30T23:20:46Z,NA,Ampath Layer 2,199204292,2025-01-30T23:21:26Z,0,2025-01-30T23:20:46Z,NA,NA,FIU030WMI2FORNN,40,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,580147902,NA,NA,,Critical,0,NA,,1,19
Brief Outage - AMPATH Monet Circuits MON- FIU/MI3-SP3_WAVE-001 and MON-FIU/FTZ-SP3_WAVE-002,AMP,1738249296,GlobalNOC,0,2025-01-30T14:57:42Z,3544,"In case of failure, contact Angola Cables",GlobalNOC,7,0,234,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=7e4f98efc3d792d004e4fedf050131a6,djmedina,59,INC0201624,red,CIRCUIT,Contact Lanautilus,NA,1193571,0,NA,0,2025-01-30T14:57:42Z,Automatically acknowledging to same parent alert - MON-FIU/FTZ-SP3_WAVE-002:CIRCUIT,Ampath Layer 2,199155442,2025-01-30T15:56:46Z,0,2025-01-30T15:56:30Z,100986932,NA,MON-FIU/FTZ-SP3_WAVE-002,3544,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41421332,39801,nocmon,580143742,1,NA,,Critical,0,59,,1,19
Brief Outage - AMPATH Monet Circuits MON- FIU/MI3-SP3_WAVE-001 and MON-FIU/FTZ-SP3_WAVE-002,AMP,1738249296,GlobalNOC,0,2025-01-30T14:57:15Z,3528,ALARM [CLEARED] - Link to et-0/1/4,GlobalNOC,7,0,234,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=7e4f98efc3d792d004e4fedf050131a6,djmedina,59,INC0201624,green,INTF - et-0/1/4,Contact Lanautilus,38739,et-0/1/4,0,2311299,0,2025-01-30T14:57:42Z,Automatically acknowledging to same parent alert - MON-FIU/FTZ-SP3_WAVE-002:CIRCUIT,Ampath Layer 2,199155432,2025-01-30T15:56:30Z,0,2025-01-30T15:56:30Z,100986942,NA,FOR-ACB-SW01,3555,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41421332,39801,nocmon,579071832,1,199155442,,Critical,0,59,,1,19
Brief Outage - AMPATH Monet Circuits MON- FIU/MI3-SP3_WAVE-001 and MON-FIU/FTZ-SP3_WAVE-002,AMP,1738243102,GlobalNOC,0,2025-01-30T13:14:36Z,4050,"In case of failure, contact Angola Cables",GlobalNOC,7,0,226,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=7e4f98efc3d792d004e4fedf050131a6,djmedina,59,INC0201624,red,CIRCUIT,Contact Lanautilus,NA,1193571,0,NA,0,2025-01-30T13:14:36Z,NA,Ampath Layer 2,199153052,2025-01-30T14:22:06Z,0,2025-01-30T14:20:38Z,100985372,NA,MON-FIU/FTZ-SP3_WAVE-002,4050,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41420432,39801,nocmon,580143742,1,NA,,Critical,0,59,,1,19
Brief Outage - AMPATH Monet Circuits MON- FIU/MI3-SP3_WAVE-001 and MON-FIU/FTZ-SP3_WAVE-002,AMP,1738243135,GlobalNOC,0,2025-01-30T13:14:14Z,3962,ALARM [CLEARED] - Link to et-0/1/4,GlobalNOC,7,0,259,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=7e4f98efc3d792d004e4fedf050131a6,djmedina,59,INC0201624,green,INTF - et-0/1/4,Contact Lanautilus,38739,et-0/1/4,0,2311299,0,2025-01-30T13:14:36Z,Automatically acknowledging to same parent alert - MON-FIU/FTZ-SP3_WAVE-002:CIRCUIT,Ampath Layer 2,199153042,2025-01-30T14:20:38Z,0,2025-01-30T14:20:38Z,100985382,NA,FOR-ACB-SW01,3984,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41420442,39801,nocmon,579071832,1,199153052,,Critical,0,59,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T13:12:13Z,13,"Error performing SNMP query for description to 190.103.186.159: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 24,NA,47127,24,0,2814642,0,2025-01-30T13:13:30Z,NA,Ampath Layer 2,199153012,2025-01-30T13:13:43Z,0,2025-01-30T13:13:30Z,NA,NA,MIA-MI1-SW18,90,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579570632,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T11:28:12Z,297,Rubin Observatory rubinobs-br01 Eth1/49 - REUNA 100G Admin Status: UP Operational Status: DOWN,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,red,Interface - 26,NA,43803,26,0,3008055,0,2025-01-30T11:28:40Z,NA,Ampath Layer 2,199149312,2025-01-30T11:33:37Z,0,2025-01-30T11:33:23Z,NA,NA,SCL-CIR-SW03,325,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535021,NA,NA,,Critical,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T10:50:43Z,19,"Error performing SNMP query for description to 190.103.186.157: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 3,NA,46795,3,0,2796592,0,2025-01-30T10:52:02Z,NA,Ampath Layer 2,199148542,2025-01-30T10:52:21Z,0,2025-01-30T10:52:02Z,NA,NA,MIA-MI1-SW15,98,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567012,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T07:22:41Z,20,"Error performing SNMP query for description to 190.103.186.149: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 30,NA,43806,30,0,2875348,0,2025-01-30T07:24:01Z,NA,Ampath Layer 2,199140662,2025-01-30T07:24:21Z,0,2025-01-30T07:24:01Z,NA,NA,SAO-SP4-SW03,100,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535031,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-30T06:50:21Z,21,"Error performing SNMP query for description to 190.103.186.153: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 1,NA,47064,1,0,2841052,0,2025-01-30T06:51:37Z,NA,Ampath Layer 2,199138682,2025-01-30T06:51:58Z,0,2025-01-30T06:51:37Z,NA,NA,BCT-MI3-SW04,97,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579569572,NA,NA,,Unknown,0,NA,,1,19
Outage - Ampath Peer UVI-STX,AMP,1738204163,GlobalNOC,0,2025-01-30T02:21:44Z,32971,BGP to [MON]UVI-STX is down (State: Active).,GlobalNOC,7,0,428,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=04ca0ad7c39b12d004e4fedf05013178,mjwissle,59,INC0201578,red,BGP - 190.103.185.162 - 190.103.185.163,NA,21847,190.103.185.162 - 190.103.185.163,0,NA,0,2025-01-30T02:22:15Z,NA,Ampath Layer 3,199127212,2025-01-30T11:31:46Z,0,2025-01-30T11:31:23Z,100968822,28285,MIA-MI1-RT04,33002,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41414912,47642,nocmon,575034521,1,NA,,Critical,0,59,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T22:36:20Z,18,"Error performing SNMP query for description to 190.103.186.159: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 1,NA,47127,1,0,2871265,0,2025-01-29T22:37:35Z,NA,Ampath Layer 2,199120062,2025-01-29T22:37:53Z,0,2025-01-29T22:37:35Z,NA,NA,MIA-MI1-SW18,93,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579570632,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T21:47:19Z,16,"Error performing SNMP query for description to 190.103.186.153: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 19,NA,47064,19,0,2828206,0,2025-01-29T21:48:46Z,NA,Ampath Layer 2,199118102,2025-01-29T21:49:02Z,0,2025-01-29T21:48:46Z,NA,NA,BCT-MI3-SW04,103,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579569572,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T19:13:12Z,8,"Error performing SNMP query for description to 190.103.186.158: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 1,NA,46798,1,0,2871262,0,2025-01-29T19:14:35Z,NA,Ampath Layer 2,199112572,2025-01-29T19:14:43Z,0,2025-01-29T19:14:35Z,NA,NA,MIA-MI1-SW16,91,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567022,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T18:33:09Z,23,"Error performing SNMP query for description to 192.168.220.3: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 1,NA,47620,1,0,2841040,0,2025-01-29T18:34:23Z,NA,Ampath Layer 2,199111512,2025-01-29T18:34:46Z,0,2025-01-29T18:34:23Z,NA,NA,ATL-LUM-SW01,97,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579579362,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T13:12:51Z,47,"Error performing SNMP query for description to 190.103.186.150: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 32,NA,43803,32,0,2827402,0,2025-01-29T13:13:55Z,NA,Ampath Layer 2,199097702,2025-01-29T13:14:42Z,0,2025-01-29T13:13:55Z,NA,NA,SCL-CIR-SW03,111,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535021,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T03:22:24Z,16,"Error performing SNMP query for description to 190.103.186.149: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 5,NA,43806,5,0,2996778,0,2025-01-29T03:23:42Z,NA,Ampath Layer 2,199077492,2025-01-29T03:23:58Z,0,2025-01-29T03:23:42Z,NA,NA,SAO-SP4-SW03,94,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535031,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-29T02:58:32Z,36,"Error performing SNMP query for description to 190.103.186.149: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 32,NA,43806,32,0,2779744,0,2025-01-29T02:59:56Z,NA,Ampath Layer 2,199076892,2025-01-29T03:00:32Z,0,2025-01-29T02:59:56Z,NA,NA,SAO-SP4-SW03,120,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579535031,NA,NA,,Unknown,0,NA,,1,19
Outage - Ampath Participant Reuna,AMP,1738106179,GlobalNOC,0,2025-01-28T23:04:43Z,1836,Rubin Observatory rubinobs-br01 Eth1/49 - REUNA 100G Admin Status: UP Operational Status: DOWN,GlobalNOC,7,0,-1044,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=63582e7ec35f5a9004e4fedf0501314f,wolzj,59,INC0201361,red,Interface - 26,NA,43803,26,0,3008055,0,2025-01-28T23:05:31Z,NA,Ampath Layer 2,199068362,2025-01-29T00:04:19Z,0,2025-01-29T00:03:36Z,100927132,NA,SCL-CIR-SW03,3576,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41399732,48762,nocmon,579535021,1,NA,,Critical,1,59,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T16:02:00Z,14,"Error performing SNMP query for description to 190.103.186.147: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 31,NA,47061,31,0,2806239,0,2025-01-28T16:03:17Z,NA,Ampath Layer 2,199048342,2025-01-28T16:03:31Z,0,2025-01-28T16:03:17Z,NA,NA,BCT-MI3-SW03,91,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579569562,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T15:25:00Z,16,"Error performing SNMP query for description to 190.103.186.147: No response from remote host ""170.39.8.19""",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 13,NA,47061,13,0,2827384,0,2025-01-28T15:26:04Z,NA,Ampath Layer 2,199046612,2025-01-28T15:26:20Z,0,2025-01-28T15:26:04Z,NA,NA,BCT-MI3-SW03,80,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579569562,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T15:08:16Z,305,MON PTY-TON-SW01 port 2 - FIU036WPANSA1NN Admin Status: UP Operational Status: DOWN,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,red,Interface - 1,NA,48268,1,0,2898748,0,2025-01-28T15:08:51Z,NA,Ampath Layer 2,199044522,2025-01-28T15:13:56Z,0,2025-01-28T15:12:32Z,NA,NA,SCL-CIR-SW04,340,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579599592,NA,NA,,Critical,0,NA,,1,19
Outage - Ampath Participant Reuna,AMP,1738077708,GlobalNOC,0,2025-01-28T15:01:23Z,28939,Rubin Observatory rubinobs-br01 Eth1/49 - REUNA 100G Admin Status: UP Operational Status: DOWN,GlobalNOC,7,0,1183,https://nocmon.grnoc.iu.edu/nagios/,https://globalnoc.service-now.com/nav_to.do?uri=incident.do?sys_id=63582e7ec35f5a9004e4fedf0501314f,klongiii,59,INC0201361,red,Interface - 26,NA,43803,26,0,3008055,0,2025-01-28T15:02:05Z,NA,Ampath Layer 2,199044262,2025-01-28T23:04:24Z,0,2025-01-28T23:03:20Z,100913432,NA,SCL-CIR-SW03,28981,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,GlobalNOC,0,AMP,https://db2.grnoc.iu.edu/db-gnui,41395332,28532,nocmon,579535021,1,NA,,Critical,0,59,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T14:50:46Z,152,Error performing SNMP query for description to 192.168.204.4: Send failure: Network is unreachable,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 31,NA,47677,31,0,2871250,0,2025-01-28T14:51:34Z,NA,Ampath Layer 2,199036342,2025-01-28T14:54:06Z,0,2025-01-28T14:52:31Z,NA,NA,JAX-LUM-SW02,200,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579579762,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T14:50:44Z,56,Error: Could not talk SNMP to host,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,INTF - ae1,Contact Lanautilus,38739,ae1,0,2311302,0,2025-01-28T14:51:35Z,NA,Ampath Layer 2,199036402,2025-01-28T14:52:31Z,0,2025-01-28T14:51:35Z,NA,NA,FOR-ACB-SW01,107,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579071832,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T14:50:44Z,26,"CRITICAL - 190.103.186.238: rta nan, lost 100%",GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,red,HOST,NA,38739,NA,0,NA,0,2025-01-28T14:51:38Z,NA,Ampath Layer 2,199038272,2025-01-28T14:52:04Z,0,2025-01-28T14:51:38Z,NA,NA,FOR-ACB-SW01,80,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579071832,NA,NA,,Critical,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T14:50:43Z,56,Error performing SNMP query for description to 190.103.186.156: Send failure: Network is unreachable,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 4,NA,46792,4,0,2796583,0,2025-01-28T14:51:35Z,NA,Ampath Layer 2,199036822,2025-01-28T14:52:31Z,0,2025-01-28T14:51:35Z,NA,NA,MIA-MI1-SW14,108,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567002,NA,NA,,Unknown,0,NA,,1,19
NA,AMP,NA,GlobalNOC,0,2025-01-28T14:50:43Z,48,Error performing SNMP query for description to 190.103.186.156: Send failure: Network is unreachable,GlobalNOC,7,0,NA,https://nocmon.grnoc.iu.edu/nagios/,NA,NA,59,NA,orange,Interface - 1,NA,46792,1,0,2796325,0,2025-01-28T14:51:43Z,NA,Ampath Layer 2,199040542,2025-01-28T14:52:31Z,0,2025-01-28T14:51:43Z,NA,NA,MIA-MI1-SW14,108,https://globalnoc.service-now.com,9,300,AMPATH,alertmon-nocmon,NA,NA,AMP,https://db2.grnoc.iu.edu/db-gnui,NA,NA,nocmon,579567002,NA,NA,,Unknown,0,NA,,1,19
